date,plant_code,plant_name,shift,total,fail_count,yield_rate,avg_temp,avg_humidity,avg_takt
2023-07-28,GWJ,광주공장,B,252,9,96.43,22.85595238095238,44.22698412698413,2.7930952380952383
2023-07-28,GWJ,광주공장,C,36,2,94.44,24.102777777777778,45.06111111111111,2.9302777777777775
2023-07-28,HWS,화성공장,A,289,9,96.89,23.17993079584775,46.64602076124568,2.778650519031142
2023-07-28,HWS,화성공장,B,285,12,95.79,23.22175438596491,45.38736842105263,2.822245614035088
2023-07-28,HWS,화성공장,C,32,5,84.38,23.221875,46.13125,2.80625
2023-07-28,ULN,울산공장,A,842,34,95.96,22.813895486935866,45.007600950118764,2.8019833729216153
2023-07-28,ULN,울산공장,B,892,30,96.64,22.927354260089686,44.570515695067265,2.7906950672645743
2023-07-28,ULN,울산공장,C,108,4,96.3,23.017592592592592,44.18425925925926,2.8206481481481482
2023-07-29,ASN,아산공장,A,471,23,95.12,22.982377919320594,44.50084925690022,2.7953503184713373
2023-07-29,ASN,아산공장,B,475,14,97.05,22.865473684210528,45.002105263157894,2.7861894736842108
2023-07-29,ASN,아산공장,C,55,3,94.55,22.554545454545455,44.70727272727273,2.8163636363636364
2023-07-29,GWJ,광주공장,A,306,5,98.37,23.241176470588236,44.150326797385624,2.7852287581699344
2023-07-29,GWJ,광주공장,B,273,11,95.97,22.735897435897435,44.152747252747254,2.8137362637362635
2023-07-29,GWJ,광주공장,C,23,1,95.65,22.756521739130434,44.095652173913045,2.9447826086956526
2023-07-29,HWS,화성공장,A,288,15,94.79,23.243402777777778,45.08263888888889,2.785972222222222
2023-07-29,HWS,화성공장,B,273,6,97.8,22.867032967032966,46.142490842490844,2.7834798534798533
2023-07-29,HWS,화성공장,C,37,2,94.59,22.737837837837837,42.96756756756756,2.7454054054054056
2023-07-29,ULN,울산공장,A,866,38,95.61,22.997113163972287,45.236489607390304,2.797782909930716
2023-07-29,ULN,울산공장,B,856,41,95.21,22.863785046728974,44.99088785046729,2.8098130841121494
2023-07-29,ULN,울산공장,C,95,10,89.47,23.792631578947372,44.381052631578946,2.7901052631578946
2023-07-30,ASN,아산공장,A,485,18,96.29,22.924742268041236,45.2839175257732,2.8081237113402064
2023-07-30,ASN,아산공장,B,549,16,97.09,23.103642987249543,45.791621129326046,2.8125865209471765
2023-07-30,ASN,아산공장,C,47,1,97.87,23.38936170212766,45.757446808510636,2.8272340425531914
2023-07-30,GWJ,광주공장,A,256,7,97.27,22.953515625,45.344140625,2.79640625
2023-07-30,GWJ,광주공장,B,257,15,94.16,22.96770428015564,44.90389105058365,2.8140077821011675
2023-07-30,GWJ,광주공장,C,32,4,87.5,22.475,42.8375,2.77
2023-07-30,HWS,화성공장,A,266,10,96.24,22.795488721804514,45.72781954887218,2.783984962406015
2023-07-30,HWS,화성공장,B,286,12,95.8,22.897552447552446,44.8486013986014,2.8012587412587413
2023-07-30,HWS,화성공장,C,35,1,97.14,22.582857142857144,43.32,2.7377142857142855
2023-07-30,ULN,울산공장,A,859,51,94.06,23.140977881257275,44.83096623981374,2.782596041909197
2023-07-30,ULN,울산공장,B,850,25,97.06,22.802823529411768,45.01458823529412,2.800917647058824
2023-07-30,ULN,울산공장,C,99,5,94.95,23.305050505050502,44.77777777777778,2.8531313131313127
2023-07-31,ASN,아산공장,A,453,13,97.13,23.150772626931566,45.10662251655629,2.773289183222958
2023-07-31,ASN,아산공장,B,405,12,97.04,22.89901234567901,44.79061728395062,2.793506172839506
2023-07-31,ASN,아산공장,C,58,3,94.83,23.156896551724138,46.07241379310344,2.826551724137931
2023-07-31,GWJ,광주공장,A,295,12,95.93,23.137966101694914,45.15152542372881,2.804779661016949
2023-07-31,GWJ,광주공장,B,269,2,99.26,22.988475836431224,45.51747211895911,2.7848327137546467
2023-07-31,GWJ,광주공장,C,33,4,87.88,22.796969696969697,43.43333333333333,2.7806060606060607
2023-07-31,HWS,화성공장,A,291,6,97.94,23.00652920962199,44.21649484536083,2.8054982817869414
2023-07-31,HWS,화성공장,B,240,8,96.67,22.8775,44.99083333333333,2.7851666666666666
2023-07-31,HWS,화성공장,C,34,4,88.24,22.38235294117647,43.83235294117647,2.780588235294118
2023-07-31,ULN,울산공장,A,856,26,96.96,23.195327102803738,45.10700934579439,2.7917523364485977
2023-07-31,ULN,울산공장,B,849,19,97.76,23.042049469964667,45.41990577149588,2.8002826855123675
2023-07-31,ULN,울산공장,C,98,6,93.88,23.106122448979594,46.042857142857144,2.812755102040816
2023-08-01,ASN,아산공장,A,458,21,95.41,23.047816593886463,45.94759825327511,2.792183406113537
2023-08-01,ASN,아산공장,B,436,20,95.41,22.873394495412843,45.150000000000006,2.795940366972477
2023-08-01,ASN,아산공장,C,71,5,92.96,22.528169014084508,45.19154929577465,2.8091549295774647
2023-08-01,GWJ,광주공장,A,283,13,95.41,23.08374558303887,44.36077738515901,2.779929328621908
2023-08-01,GWJ,광주공장,B,272,17,93.75,23.109926470588235,45.214338235294115,2.8037132352941176
2023-08-01,GWJ,광주공장,C,37,3,91.89,22.48108108108108,45.64054054054054,2.721081081081081
2023-08-01,HWS,화성공장,A,317,13,95.9,22.753627760252364,45.98454258675079,2.8197476340694005
2023-08-01,HWS,화성공장,B,284,11,96.13,22.85211267605634,45.521126760563384,2.7950352112676056
2023-08-01,HWS,화성공장,C,31,0,100.0,22.783870967741933,44.78064516129032,2.863548387096774
2023-08-01,ULN,울산공장,A,777,22,97.17,22.797683397683397,45.014543114543116,2.803011583011583
2023-08-01,ULN,울산공장,B,831,40,95.19,22.855234657039713,45.29494584837545,2.8144524669073405
2023-08-01,ULN,울산공장,C,96,7,92.71,23.11145833333333,45.28958333333333,2.8455208333333335
2023-08-02,ASN,아산공장,A,477,22,95.39,22.99874213836478,44.91111111111111,2.784737945492662
2023-08-02,ASN,아산공장,B,450,15,96.67,22.991555555555557,44.93244444444444,2.8387555555555557
2023-08-02,ASN,아산공장,C,64,7,89.06,22.88125,45.3421875,2.78171875
2023-08-02,GWJ,광주공장,A,294,10,96.6,23.220068027210885,45.59455782312925,2.8055782312925173
2023-08-02,GWJ,광주공장,B,271,11,95.94,23.30738007380074,44.59889298892988,2.795129151291513
2023-08-02,GWJ,광주공장,C,34,4,88.24,23.344117647058823,45.55882352941177,2.817647058823529
2023-08-02,HWS,화성공장,A,287,9,96.86,22.91951219512195,44.91637630662021,2.8225783972125438
2023-08-02,HWS,화성공장,B,297,10,96.63,22.944781144781146,45.059932659932656,2.7891919191919192
2023-08-02,HWS,화성공장,C,36,2,94.44,23.23888888888889,46.544444444444444,2.71
2023-08-02,ULN,울산공장,A,893,29,96.75,23.27659574468085,44.9575587905935,2.802922732362822
2023-08-02,ULN,울산공장,B,895,27,96.98,23.114525139664803,45.167374301675984,2.789586592178771
2023-08-02,ULN,울산공장,C,125,6,95.2,22.7048,46.1144,2.7908000000000004
2023-08-03,ASN,아산공장,A,464,21,95.47,23.04698275862069,45.27349137931035,2.793125
2023-08-03,ASN,아산공장,B,437,13,97.03,23.0558352402746,45.70823798627002,2.8099313501144167
2023-08-03,ASN,아산공장,C,51,3,94.12,22.733333333333334,44.09803921568628,2.766078431372549
2023-08-03,GWJ,광주공장,A,259,12,95.37,23.083397683397685,45.48996138996139,2.8400772200772204
2023-08-03,GWJ,광주공장,B,286,12,95.8,23.02132867132867,44.8520979020979,2.8213986013986014
2023-08-03,GWJ,광주공장,C,35,1,97.14,23.560000000000002,43.34,2.7342857142857144
2023-08-03,HWS,화성공장,A,280,8,97.14,22.94392857142857,44.12535714285715,2.785214285714286
2023-08-03,HWS,화성공장,B,314,12,96.18,23.011146496815286,45.1843949044586,2.785987261146497
2023-08-03,HWS,화성공장,C,31,3,90.32,23.26774193548387,46.13870967741936,2.6993548387096777
2023-08-03,ULN,울산공장,A,848,32,96.23,22.982900943396228,45.06627358490566,2.8288443396226417
2023-08-03,ULN,울산공장,B,822,30,96.35,23.007542579075427,44.53783454987834,2.80147201946472
2023-08-03,ULN,울산공장,C,105,5,95.24,22.949523809523807,44.92285714285714,2.760190476190476
2023-08-04,ASN,아산공장,A,465,15,96.77,23.214193548387097,44.85677419354839,2.8086236559139786
2023-08-04,ASN,아산공장,B,496,11,97.78,23.119758064516127,44.860685483870974,2.7961088709677417
2023-08-04,ASN,아산공장,C,50,2,96.0,21.98,43.354,2.8002
2023-08-04,GWJ,광주공장,A,283,11,96.11,22.934275618374556,45.17243816254417,2.7930742049469965
2023-08-04,GWJ,광주공장,B,245,6,97.55,23.292244897959186,45.316326530612244,2.815714285714286
2023-08-04,GWJ,광주공장,C,43,3,93.02,23.706976744186047,45.17906976744186,2.844186046511628
2023-08-04,HWS,화성공장,A,288,13,95.49,23.13784722222222,44.217708333333334,2.7897569444444446
2023-08-04,HWS,화성공장,B,304,15,95.07,23.032565789473683,45.67203947368421,2.7991447368421056
2023-08-04,HWS,화성공장,C,24,3,87.5,23.620833333333334,44.479166666666664,2.7550000000000003
2023-08-04,ULN,울산공장,A,869,45,94.82,23.146490218642118,45.04925201380898,2.7977100115074798
2023-08-04,ULN,울산공장,B,825,34,95.88,23.148848484848482,45.23648484848485,2.8092848484848485
2023-08-04,ULN,울산공장,C,108,5,95.37,23.211111111111112,45.1462962962963,2.8027777777777776
2023-08-05,ASN,아산공장,A,477,19,96.02,22.99517819706499,45.45408805031446,2.813480083857442
2023-08-05,ASN,아산공장,B,438,16,96.35,23.107762557077628,45.354109589041094,2.808744292237443
2023-08-05,ASN,아산공장,C,56,2,96.43,22.982142857142858,45.146428571428565,2.7912500000000002
2023-08-05,GWJ,광주공장,A,265,4,98.49,22.998490566037738,45.272830188679244,2.8223018867924528
2023-08-05,GWJ,광주공장,B,267,8,97.0,23.12696629213483,45.32322097378277,2.810898876404494
2023-08-05,GWJ,광주공장,C,33,3,90.91,22.763636363636365,45.97272727272727,2.827272727272727
2023-08-05,HWS,화성공장,A,300,13,95.67,22.858,44.86566666666667,2.8144333333333336
2023-08-05,HWS,화성공장,B,283,12,95.76,22.945229681978798,45.26183745583039,2.790494699646643
2023-08-05,HWS,화성공장,C,35,2,94.29,22.774285714285714,44.46,2.773428571428571
2023-08-05,ULN,울산공장,A,832,28,96.63,22.90552884615385,44.9780048076923,2.8106971153846154
2023-08-05,ULN,울산공장,B,849,25,97.06,23.062073027090698,45.16454652532391,2.777926972909305
2023-08-05,ULN,울산공장,C,110,3,97.27,22.963636363636365,44.78181818181818,2.7916363636363637
2023-08-06,ASN,아산공장,A,458,16,96.51,22.809606986899563,44.573362445414844,2.8061135371179042
2023-08-06,ASN,아산공장,B,454,21,95.37,23.412995594713657,44.41299559471366,2.7811453744493395
2023-08-06,ASN,아산공장,C,47,4,91.49,23.006382978723405,41.98510638297872,2.76468085106383
2023-08-06,GWJ,광주공장,A,263,15,94.3,22.849049429657796,45.30114068441065,2.774334600760456
2023-08-06,GWJ,광주공장,B,282,17,93.97,23.29574468085106,44.384042553191485,2.8278014184397167
2023-08-06,GWJ,광주공장,C,37,1,97.3,23.5972972972973,48.37837837837838,2.6864864864864866
2023-08-06,HWS,화성공장,A,299,13,95.65,23.103678929765888,44.8752508361204,2.8128428093645486
2023-08-06,HWS,화성공장,B,277,10,96.39,23.27653429602888,45.61371841155235,2.835306859205776
2023-08-06,HWS,화성공장,C,27,1,96.3,22.985185185185188,47.61851851851852,2.7933333333333334
2023-08-06,ULN,울산공장,A,892,44,95.07,22.965807174887892,44.65695067264574,2.82414798206278
2023-08-06,ULN,울산공장,B,846,30,96.45,22.96146572104019,45.166548463356975,2.808770685579196
2023-08-06,ULN,울산공장,C,90,8,91.11,23.628888888888888,44.07333333333333,2.7747777777777776
2023-08-07,ASN,아산공장,A,477,12,97.48,22.806498951781972,45.15723270440252,2.789727463312369
2023-08-07,ASN,아산공장,B,457,19,95.84,23.017724288840263,45.34835886214442,2.77164113785558
2023-08-07,ASN,아산공장,C,65,5,92.31,22.409230769230767,44.910769230769226,2.7504615384615385
2023-08-07,GWJ,광주공장,A,278,11,96.04,22.866546762589927,44.909712230215824,2.7971942446043165
2023-08-07,GWJ,광주공장,B,285,13,95.44,23.185614035087717,45.04385964912281,2.8059298245614035
2023-08-07,GWJ,광주공장,C,37,0,100.0,22.52972972972973,41.548648648648644,2.8113513513513513
2023-08-07,HWS,화성공장,A,271,11,95.94,22.840959409594095,44.27416974169741,2.79409594095941
2023-08-07,HWS,화성공장,B,291,11,96.22,23.1,45.63711340206186,2.788316151202749
2023-08-07,HWS,화성공장,C,46,3,93.48,23.219565217391303,47.98913043478261,2.7615217391304347
2023-08-07,ULN,울산공장,A,860,36,95.81,22.99895348837209,44.859302325581396,2.8124186046511626
2023-08-07,ULN,울산공장,B,801,30,96.25,23.045318352059923,44.60561797752809,2.7918102372034954
2023-08-07,ULN,울산공장,C,100,5,95.0,22.578000000000003,45.51,2.8174
2023-08-08,ASN,아산공장,A,453,16,96.47,23.189845474613687,44.65496688741722,2.764613686534216
2023-08-08,ASN,아산공장,B,445,12,97.3,23.02696629213483,45.29146067415731,2.814988764044944
2023-08-08,ASN,아산공장,C,50,1,98.0,23.136,45.886,2.761
2023-08-08,GWJ,광주공장,A,284,10,96.48,23.23169014084507,44.679225352112674,2.801161971830986
2023-08-08,GWJ,광주공장,B,304,12,96.05,22.90921052631579,44.90855263157895,2.813651315789474
2023-08-08,GWJ,광주공장,C,32,0,100.0,23.21875,44.653125,2.8484375
2023-08-08,HWS,화성공장,A,309,13,95.79,22.826537216828477,45.46957928802589,2.8045631067961168
2023-08-08,HWS,화성공장,B,267,7,97.38,23.211610486891384,44.97940074906367,2.820187265917603
2023-08-08,HWS,화성공장,C,42,0,100.0,23.197619047619046,44.44047619047619,2.796904761904762
2023-08-08,ULN,울산공장,A,842,35,95.84,23.100950118764846,45.04121140142517,2.810855106888361
2023-08-08,ULN,울산공장,B,851,36,95.77,22.819741480611043,44.720094007050534,2.817520564042303
2023-08-08,ULN,울산공장,C,120,6,95.0,23.553333333333335,45.873333333333335,2.7864166666666668
2023-08-09,ASN,아산공장,A,496,25,94.96,23.084879032258065,45.21955645161291,2.816391129032258
2023-08-09,ASN,아산공장,B,456,19,95.83,23.012719298245614,45.098684210526315,2.7844298245614034
2023-08-09,ASN,아산공장,C,48,4,91.67,22.420833333333334,45.208333333333336,2.8356250000000003
2023-08-09,GWJ,광주공장,A,292,10,96.58,22.700342465753426,44.56678082191781,2.7813356164383563
2023-08-09,GWJ,광주공장,B,310,13,95.81,23.195806451612903,44.869677419354836,2.7932258064516127
2023-08-09,GWJ,광주공장,C,39,4,89.74,23.28717948717949,44.15384615384615,2.8958974358974356
2023-08-09,HWS,화성공장,A,259,11,95.75,23.08918918918919,45.22007722007722,2.793011583011583
2023-08-09,HWS,화성공장,B,257,9,96.5,22.96887159533074,44.96070038910506,2.7970038910505837
2023-08-09,HWS,화성공장,C,33,2,93.94,22.12727272727273,44.4969696969697,2.7084848484848485
2023-08-09,ULN,울산공장,A,824,31,96.24,22.957160194174758,44.88155339805825,2.803288834951456
2023-08-09,ULN,울산공장,B,836,31,96.29,23.003827751196173,44.74581339712919,2.8138755980861245
2023-08-09,ULN,울산공장,C,104,9,91.35,23.283653846153847,44.69615384615384,2.8149038461538463
2023-08-10,ASN,아산공장,A,452,20,95.58,23.34845132743363,44.234292035398234,2.799712389380531
2023-08-10,ASN,아산공장,B,491,20,95.93,23.05274949083503,44.547657841140534,2.81234215885947
2023-08-10,ASN,아산공장,C,56,8,85.71,23.20357142857143,44.471428571428575,2.720357142857143
2023-08-10,GWJ,광주공장,A,273,17,93.77,22.904029304029304,45.08717948717948,2.793113553113553
2023-08-10,GWJ,광주공장,B,267,11,95.88,23.25805243445693,44.549438202247195,2.788314606741573
2023-08-10,GWJ,광주공장,C,32,3,90.62,23.328125,45.64375,2.856875
2023-08-10,HWS,화성공장,A,304,12,96.05,23.041776315789473,45.235855263157895,2.802598684210526
2023-08-10,HWS,화성공장,B,300,12,96.0,22.793666666666667,45.28,2.8092333333333332
2023-08-10,HWS,화성공장,C,32,1,96.88,22.665625,44.765625,2.7868749999999998
2023-08-10,ULN,울산공장,A,856,37,95.68,23.183060747663554,45.23352803738318,2.8078154205607473
2023-08-10,ULN,울산공장,B,881,39,95.57,22.92849035187287,45.08933030646992,2.813836549375709
2023-08-10,ULN,울산공장,C,92,2,97.83,22.941304347826087,44.910869565217396,2.8542391304347823
2023-08-11,ASN,아산공장,A,476,29,93.91,22.905882352941177,44.799789915966386,2.7774159663865547
2023-08-11,ASN,아산공장,B,485,15,96.91,22.921855670103092,45.37484536082474,2.7922680412371133
2023-08-11,ASN,아산공장,C,49,3,93.88,23.422448979591838,45.34081632653061,2.7732653061224486
2023-08-11,GWJ,광주공장,A,294,11,96.26,23.15918367346939,45.17482993197279,2.772312925170068
2023-08-11,GWJ,광주공장,B,291,10,96.56,22.970103092783507,44.70446735395189,2.7775257731958765
2023-08-11,GWJ,광주공장,C,35,3,91.43,23.26,44.94857142857143,2.759142857142857
2023-08-11,HWS,화성공장,A,268,13,95.15,22.93955223880597,44.31679104477612,2.7873880597014926
2023-08-11,HWS,화성공장,B,309,9,97.09,22.811650485436893,44.87022653721683,2.817928802588997
2023-08-11,HWS,화성공장,C,41,1,97.56,22.909756097560976,45.12682926829268,2.7290243902439024
2023-08-11,ULN,울산공장,A,871,37,95.75,22.713662456946036,45.095292766934556,2.783547646383467
2023-08-11,ULN,울산공장,B,852,30,96.48,23.082629107981223,44.760446009389675,2.8017018779342724
2023-08-11,ULN,울산공장,C,110,11,90.0,22.611818181818183,44.97727272727273,2.738545454545455
2023-08-12,ASN,아산공장,A,489,20,95.91,23.16359918200409,45.06441717791411,2.793721881390593
2023-08-12,ASN,아산공장,B,473,13,97.25,22.934883720930234,45.20528541226216,2.782515856236787
2023-08-12,ASN,아산공장,C,53,2,96.23,23.03018867924528,44.594339622641506,2.8343396226415094
2023-08-12,GWJ,광주공장,A,268,8,97.01,23.17686567164179,44.94141791044776,2.794514925373134
2023-08-12,GWJ,광주공장,B,292,7,97.6,23.186301369863013,44.90958904109589,2.820513698630137
2023-08-12,GWJ,광주공장,C,38,3,92.11,22.36842105263158,43.86578947368421,2.8376315789473683
2023-08-12,HWS,화성공장,A,268,9,96.64,23.133955223880594,44.991417910447765,2.7930223880597014
2023-08-12,HWS,화성공장,B,301,10,96.68,22.7578073089701,45.37641196013289,2.785215946843854
2023-08-12,HWS,화성공장,C,34,0,100.0,22.814705882352943,45.1,2.8850000000000002
2023-08-12,ULN,울산공장,A,892,43,95.18,23.061210762331836,45.05179372197309,2.796973094170404
2023-08-12,ULN,울산공장,B,856,29,96.61,23.08960280373832,44.89217289719626,2.813235981308411
2023-08-12,ULN,울산공장,C,86,5,94.19,22.626744186046512,47.23953488372093,2.7630232558139536
2023-08-13,ASN,아산공장,A,471,25,94.69,23.084713375796177,45.54607218683652,2.852547770700637
2023-08-13,ASN,아산공장,B,484,21,95.66,23.00785123966942,45.07231404958678,2.8081611570247937
2023-08-13,ASN,아산공장,C,52,5,90.38,22.965384615384615,43.940384615384616,2.7803846153846155
2023-08-13,GWJ,광주공장,A,284,14,95.07,23.038732394366196,45.06443661971831,2.829401408450704
2023-08-13,GWJ,광주공장,B,286,8,97.2,22.846153846153847,44.653496503496505,2.8077272727272726
2023-08-13,GWJ,광주공장,C,36,1,97.22,22.549999999999997,45.675,2.8430555555555554
2023-08-13,HWS,화성공장,A,288,13,95.49,23.000347222222224,45.4375,2.8008680555555556
2023-08-13,HWS,화성공장,B,256,10,96.09,23.03984375,45.162890625,2.7733984375
2023-08-13,HWS,화성공장,C,29,2,93.1,22.693103448275863,44.751724137931035,2.8241379310344823
2023-08-13,ULN,울산공장,A,827,33,96.01,22.952962515114873,45.4447400241838,2.799322853688029
2023-08-13,ULN,울산공장,B,861,31,96.4,23.09663182346109,45.27979094076655,2.8072590011614404
2023-08-13,ULN,울산공장,C,97,6,93.81,22.74536082474227,45.893814432989686,2.791649484536083
2023-08-14,ASN,아산공장,A,481,17,96.47,22.915800415800415,45.18149688149688,2.7981081081081083
2023-08-14,ASN,아산공장,B,482,18,96.27,23.135062240663903,44.24273858921162,2.805269709543569
2023-08-14,ASN,아산공장,C,70,6,91.43,23.16142857142857,46.60857142857143,2.763714285714286
2023-08-14,GWJ,광주공장,A,266,10,96.24,23.083458646616542,45.46466165413534,2.7813157894736844
2023-08-14,GWJ,광주공장,B,283,15,94.7,22.79964664310954,45.83639575971732,2.794416961130742
2023-08-14,GWJ,광주공장,C,42,2,95.24,23.05,46.06428571428572,2.8304761904761904
2023-08-14,HWS,화성공장,A,289,10,96.54,22.94982698961938,44.53944636678201,2.8091003460207613
2023-08-14,HWS,화성공장,B,271,10,96.31,23.339483394833948,44.625092250922506,2.8192988929889298
2023-08-14,HWS,화성공장,C,25,0,100.0,22.184,46.788000000000004,2.8207999999999998
2023-08-14,ULN,울산공장,A,820,27,96.71,22.97987804878049,44.83475609756098,2.8007439024390246
2023-08-14,ULN,울산공장,B,858,41,95.22,22.895920745920748,44.90815850815851,2.8056177156177156
2023-08-14,ULN,울산공장,C,100,8,92.0,22.724,45.576,2.7705
2023-08-15,ASN,아산공장,A,444,18,95.95,22.737837837837837,44.69279279279279,2.8010360360360362
2023-08-15,ASN,아산공장,B,483,20,95.86,22.989233954451343,44.7287784679089,2.843664596273292
2023-08-15,ASN,아산공장,C,60,4,93.33,22.725,46.05833333333333,2.772
2023-08-15,GWJ,광주공장,A,271,16,94.1,22.95092250922509,45.47232472324723,2.784538745387454
2023-08-15,GWJ,광주공장,B,281,6,97.86,23.26476868327402,44.86797153024911,2.7883985765124555
2023-08-15,GWJ,광주공장,C,40,0,100.0,22.04,44.89,2.8045
2023-08-15,HWS,화성공장,A,262,10,96.18,22.929007633587783,45.57442748091603,2.7814885496183206
2023-08-15,HWS,화성공장,B,279,12,95.7,23.068458781362008,45.240860215053765,2.811935483870968
2023-08-15,HWS,화성공장,C,36,4,88.89,22.12777777777778,45.31666666666667,2.7944444444444443
2023-08-15,ULN,울산공장,A,850,24,97.18,22.898117647058825,44.96223529411765,2.810329411764706
2023-08-15,ULN,울산공장,B,817,27,96.7,22.93488372093023,44.94675642594859,2.7925948592411265
2023-08-15,ULN,울산공장,C,107,3,97.2,22.11214953271028,44.728971962616825,2.8269158878504674
2023-08-16,ASN,아산공장,A,469,19,95.95,23.264179104477613,45.16076759061834,2.8030703624733477
2023-08-16,ASN,아산공장,B,466,15,96.78,22.977896995708157,45.12145922746781,2.7621244635193136
2023-08-16,ASN,아산공장,C,47,5,89.36,23.527659574468085,46.04255319148936,2.8365957446808507
2023-08-16,GWJ,광주공장,A,265,9,96.6,23.066037735849058,44.8233962264151,2.791584905660377
2023-08-16,GWJ,광주공장,B,291,7,97.59,22.937800687285222,45.41958762886598,2.7864948453608247
2023-08-16,GWJ,광주공장,C,36,1,97.22,23.11388888888889,45.75833333333333,2.8297222222222222
2023-08-16,HWS,화성공장,A,280,10,96.43,23.006071428571428,45.16392857142857,2.836464285714286
2023-08-16,HWS,화성공장,B,301,19,93.69,23.01262458471761,44.966112956810626,2.784485049833887
2023-08-16,HWS,화성공장,C,41,3,92.68,23.302439024390242,45.83658536585366,2.821707317073171
2023-08-16,ULN,울산공장,A,867,42,95.16,23.110380622837372,45.10057670126874,2.7947058823529414
2023-08-16,ULN,울산공장,B,857,20,97.67,23.128821470245043,44.88121353558926,2.8054375729288217
2023-08-16,ULN,울산공장,C,119,10,91.6,23.071428571428573,45.29495798319328,2.8014285714285716
2023-08-17,ASN,아산공장,A,451,24,94.68,22.913082039911306,44.26297117516629,2.7838359201773835
2023-08-17,ASN,아산공장,B,470,12,97.45,22.97276595744681,45.149787234042556,2.7987872340425533
2023-08-17,ASN,아산공장,C,60,5,91.67,22.64333333333333,45.71,2.8383333333333334
2023-08-17,GWJ,광주공장,A,254,14,94.49,22.97047244094488,45.42086614173228,2.7561811023622047
2023-08-17,GWJ,광주공장,B,300,11,96.33,23.191333333333333,46.19933333333333,2.775933333333333
2023-08-17,GWJ,광주공장,C,36,3,91.67,23.116666666666667,45.02222222222222,2.8138888888888887
2023-08-17,HWS,화성공장,A,275,12,95.64,23.167272727272728,44.68181818181818,2.8119636363636364
2023-08-17,HWS,화성공장,B,305,15,95.08,22.74295081967213,44.802295081967216,2.7826229508196723
2023-08-17,HWS,화성공장,C,33,2,93.94,23.03636363636364,44.0,2.8075757575757576
2023-08-17,ULN,울산공장,A,864,40,95.37,22.96712962962963,44.885416666666664,2.7817245370370367
2023-08-17,ULN,울산공장,B,885,37,95.82,22.88576271186441,45.05740112994351,2.8051186440677967
2023-08-17,ULN,울산공장,C,103,7,93.2,23.179611650485437,44.220388349514565,2.8122330097087382
2023-08-18,ASN,아산공장,A,426,20,95.31,22.836854460093896,45.30539906103286,2.807769953051643
2023-08-18,ASN,아산공장,B,463,13,97.19,23.021598272138228,45.52548596112311,2.795140388768899
2023-08-18,ASN,아산공장,C,65,4,93.85,23.16769230769231,44.27538461538462,2.771076923076923
2023-08-18,GWJ,광주공장,A,257,14,94.55,23.211673151750972,44.70272373540856,2.808599221789883
2023-08-18,GWJ,광주공장,B,260,9,96.54,23.06346153846154,44.917692307692306,2.8384615384615386
2023-08-18,GWJ,광주공장,C,32,2,93.75,22.559375,42.809375,2.83875
2023-08-18,HWS,화성공장,A,270,8,97.04,23.114814814814814,45.12074074074074,2.8072222222222223
2023-08-18,HWS,화성공장,B,261,6,97.7,23.11685823754789,44.58007662835249,2.812681992337165
2023-08-18,HWS,화성공장,C,32,1,96.88,22.98125,42.99375,2.7378125
2023-08-18,ULN,울산공장,A,874,28,96.8,23.01670480549199,45.19771167048055,2.8010755148741415
2023-08-18,ULN,울산공장,B,832,35,95.79,23.113942307692305,44.79591346153846,2.783918269230769
2023-08-18,ULN,울산공장,C,104,6,94.23,23.224038461538463,44.61634615384616,2.776346153846154
2023-08-19,ASN,아산공장,A,486,23,95.27,23.00493827160494,45.36543209876543,2.818045267489712
2023-08-19,ASN,아산공장,B,459,14,96.95,22.994989106753813,44.76753812636166,2.8020479302832246
2023-08-19,ASN,아산공장,C,39,3,92.31,22.815384615384616,42.92820512820513,2.7666666666666666
2023-08-19,GWJ,광주공장,A,263,14,94.68,22.815589353612168,44.898859315589355,2.7953612167300377
2023-08-19,GWJ,광주공장,B,281,5,98.22,22.770106761565835,45.046619217081854,2.8033807829181496
2023-08-19,GWJ,광주공장,C,34,1,97.06,23.061764705882354,44.294117647058826,2.795
2023-08-19,HWS,화성공장,A,263,11,95.82,22.722433460076047,45.222053231939164,2.8313688212927755
2023-08-19,HWS,화성공장,B,279,12,95.7,23.321505376344085,44.54587813620071,2.7793906810035844
2023-08-19,HWS,화성공장,C,48,1,97.92,23.474999999999998,45.75416666666666,2.763125
2023-08-19,ULN,울산공장,A,827,39,95.28,22.910278113663843,45.29758162031439,2.8038331318016927
2023-08-19,ULN,울산공장,B,842,30,96.44,22.927672209026127,44.92197149643706,2.791021377672209
2023-08-19,ULN,울산공장,C,100,7,93.0,23.276999999999997,45.342,2.8583999999999996
2023-08-20,ASN,아산공장,A,458,16,96.51,23.08471615720524,44.75174672489083,2.8067248908296945
2023-08-20,ASN,아산공장,B,472,21,95.55,23.019915254237286,44.02987288135593,2.7991737288135594
2023-08-20,ASN,아산공장,C,73,3,95.89,23.22876712328767,44.135616438356166,2.8127397260273974
2023-08-20,GWJ,광주공장,A,291,10,96.56,23.081099656357388,44.172508591065295,2.8110309278350516
2023-08-20,GWJ,광주공장,B,297,16,94.61,23.06801346801347,45.57441077441077,2.826228956228956
2023-08-20,GWJ,광주공장,C,25,0,100.0,22.36,45.38,2.8656
2023-08-20,HWS,화성공장,A,304,18,94.08,22.77598684210526,45.19375,2.7814802631578948
