image_file,zone,color,image_id,class_id,class_name,defect_type_code,severity,conf,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_w_norm,bbox_h_norm,area_norm
rocker_blue_000860.jpg,rocker,blue,000860,2.0,paint_bubble,PBB,MINOR,0.9359,0.402,0.6187,0.4675,0.723,0.0655,0.1043,0.006832
rocker_blue_000873.jpg,rocker,blue,000873,1.0,dent,DNT,MAJOR,0.8914,0.1583,0.6657,0.2192,0.7756,0.0609,0.1099,0.006692
rocker_blue_000951.jpg,rocker,blue,000951,7.0,gap_fault,GAP,CRITICAL,0.525,0.0662,0.7329,0.8085,0.7686,0.7423,0.0356,0.026448
rocker_blue_000951.jpg,rocker,blue,000951,7.0,gap_fault,GAP,CRITICAL,0.5123,0.2162,0.7324,0.9586,0.7686,0.7424,0.0362,0.026896
rocker_bronze_000804.jpg,rocker,bronze,000804,0.0,scratch,SCR,MINOR,0.911,0.367,0.7468,0.4664,0.8085,0.0994,0.0617,0.006132
rocker_bronze_000806.jpg,rocker,bronze,000806,0.0,scratch,SCR,MINOR,0.8878,0.1934,0.3924,0.3322,0.5446,0.1388,0.1522,0.021123
rocker_bronze_000920.jpg,rocker,bronze,000920,0.0,scratch,SCR,MINOR,0.8929,0.207,0.8901,0.4028,0.9283,0.1958,0.0382,0.007476
rocker_bronze_000937.jpg,rocker,bronze,000937,1.0,dent,DNT,MAJOR,0.95,0.6339,0.4212,0.7304,0.5917,0.0965,0.1705,0.016454
rocker_bronze_000937.jpg,rocker,bronze,000937,1.0,dent,DNT,MAJOR,0.9372,0.4325,0.5328,0.5121,0.6705,0.0796,0.1377,0.010957
rocker_bronze_000952.jpg,rocker,bronze,000952,1.0,dent,DNT,MAJOR,0.9446,0.1753,0.6849,0.2622,0.8395,0.0869,0.1547,0.013447
rocker_bronze_000952.jpg,rocker,bronze,000952,7.0,gap_fault,GAP,CRITICAL,0.4944,0.2814,0.1129,0.3022,0.7743,0.0208,0.6614,0.01375
rocker_bronze_000952.jpg,rocker,bronze,000952,7.0,gap_fault,GAP,CRITICAL,0.3282,0.2814,0.2463,0.3021,0.9066,0.0207,0.6603,0.013655
rocker_bronze_000959.jpg,rocker,bronze,000959,4.0,dust,DST,MINOR,0.8224,0.4757,0.2614,0.5221,0.318,0.0463,0.0566,0.002621
rocker_bronze_000966.jpg,rocker,bronze,000966,0.0,scratch,SCR,MINOR,0.9295,0.3129,0.8418,0.4384,0.9236,0.1255,0.0818,0.010259
rocker_bronze_000966.jpg,rocker,bronze,000966,1.0,dent,DNT,MAJOR,0.9049,0.7626,0.6865,0.8494,0.8374,0.0868,0.1509,0.013101
rocker_bronze_000966.jpg,rocker,bronze,000966,4.0,dust,DST,MINOR,0.7852,0.7651,0.6195,0.817,0.6959,0.0519,0.0764,0.003969
rocker_bronze_000966.jpg,rocker,bronze,000966,4.0,dust,DST,MINOR,0.498,0.7643,0.6193,0.8168,0.7412,0.0525,0.1219,0.006398
rocker_gray_000848.jpg,rocker,gray,000848,0.0,scratch,SCR,MINOR,0.8836,0.6626,0.4427,0.7994,0.5987,0.1368,0.1559,0.021328
rocker_gray_000925.jpg,rocker,gray,000925,6.0,crack,CRK,CRITICAL,0.8386,0.2745,0.1681,0.4742,0.2263,0.1997,0.0582,0.011624
rocker_gray_000954.jpg,rocker,gray,000954,,,,,,,,,,,,
rocker_gray_000987.jpg,rocker,gray,000987,,,,,,,,,,,,
rocker_green_000805.jpg,rocker,green,000805,1.0,dent,DNT,MAJOR,0.9334,0.4263,0.394,0.4956,0.5199,0.0694,0.1259,0.008732
rocker_green_000813.jpg,rocker,green,000813,0.0,scratch,SCR,MINOR,0.8921,0.2547,0.3664,0.4416,0.4652,0.1869,0.0988,0.018459
rocker_green_000813.jpg,rocker,green,000813,3.0,paint_drip,PDR,MINOR,0.8434,0.3935,0.2953,0.4131,0.4935,0.0196,0.1981,0.003893
rocker_green_000813.jpg,rocker,green,000813,3.0,paint_drip,PDR,MINOR,0.3766,0.3934,0.2953,0.4134,0.4234,0.02,0.1281,0.00256
rocker_green_000858.jpg,rocker,green,000858,5.0,orange_peel,ORG,MINOR,0.8862,0.5486,0.5548,0.6341,0.6987,0.0855,0.1438,0.012304
rocker_green_000918.jpg,rocker,green,000918,,,,,,,,,,,,
rocker_green_000933.jpg,rocker,green,000933,4.0,dust,DST,MINOR,0.8922,0.1447,0.4354,0.185,0.5183,0.0403,0.0829,0.003339
rocker_navy_000976.jpg,rocker,navy,000976,1.0,dent,DNT,MAJOR,0.9474,0.2505,0.5135,0.3418,0.6743,0.0913,0.1608,0.014677
rocker_navy_000976.jpg,rocker,navy,000976,2.0,paint_bubble,PBB,MINOR,0.9409,0.9048,0.6289,0.9663,0.7431,0.0614,0.1141,0.007011
rocker_pearl_white_000803.jpg,rocker,pearl_white,000803,4.0,dust,DST,MINOR,0.9212,0.8624,0.4013,0.9065,0.4729,0.0441,0.0716,0.003155
rocker_pearl_white_000851.jpg,rocker,pearl_white,000851,,,,,,,,,,,,
rocker_red_000809.jpg,rocker,red,000809,,,,,,,,,,,,
rocker_red_000815.jpg,rocker,red,000815,4.0,dust,DST,MINOR,0.852,0.3596,0.3598,0.4083,0.4225,0.0487,0.0627,0.003055
rocker_red_000914.jpg,rocker,red,000914,4.0,dust,DST,MINOR,0.7678,0.2193,0.4412,0.244,0.495,0.0248,0.0538,0.001333
rocker_red_000962.jpg,rocker,red,000962,4.0,dust,DST,MINOR,0.9301,0.6589,0.1023,0.7022,0.1875,0.0433,0.0852,0.003692
rocker_red_000962.jpg,rocker,red,000962,0.0,scratch,SCR,MINOR,0.889,0.4267,0.6289,0.5891,0.7059,0.1624,0.077,0.0125
rocker_red_000980.jpg,rocker,red,000980,4.0,dust,DST,MINOR,0.9087,0.6953,0.5528,0.7388,0.6325,0.0435,0.0797,0.003468
rocker_silver_000850.jpg,rocker,silver,000850,,,,,,,,,,,,
rocker_white_000888.jpg,rocker,white,000888,1.0,dent,DNT,MAJOR,0.9528,0.2069,0.5339,0.2948,0.6905,0.0879,0.1566,0.013761
rocker_white_000888.jpg,rocker,white,000888,1.0,dent,DNT,MAJOR,0.9434,0.5762,0.2204,0.6685,0.3806,0.0922,0.1602,0.014775
rocker_white_000939.jpg,rocker,white,000939,4.0,dust,DST,MINOR,0.895,0.8066,0.1993,0.8423,0.2856,0.0356,0.0863,0.003076
roof_black_000867.jpg,roof,black,000867,,,,,,,,,,,,
roof_black_000947.jpg,roof,black,000947,7.0,gap_fault,GAP,CRITICAL,0.436,0.5112,0.1353,0.5332,0.796,0.022,0.6607,0.014526
roof_black_000972.jpg,roof,black,000972,0.0,scratch,SCR,MINOR,0.8987,0.4207,0.1096,0.5694,0.2482,0.1488,0.1386,0.020615
roof_black_000972.jpg,roof,black,000972,2.0,paint_bubble,PBB,MINOR,0.8978,0.7819,0.3558,0.838,0.4359,0.0562,0.08,0.004496
roof_black_000975.jpg,roof,black,000975,0.0,scratch,SCR,MINOR,0.745,0.4126,0.2062,0.5224,0.2319,0.1098,0.0257,0.002821
roof_blue_000931.jpg,roof,blue,000931,4.0,dust,DST,MINOR,0.8985,0.8514,0.5451,0.8983,0.6252,0.0469,0.0801,0.003758
roof_bronze_000890.jpg,roof,bronze,000890,,,,,,,,,,,,
roof_bronze_000942.jpg,roof,bronze,000942,0.0,scratch,SCR,MINOR,0.9201,0.5251,0.2543,0.7162,0.3784,0.1911,0.1241,0.02372
roof_bronze_000942.jpg,roof,bronze,000942,5.0,orange_peel,ORG,MINOR,0.8157,0.4765,0.3907,0.56,0.5344,0.0835,0.1437,0.012005
roof_gray_000820.jpg,roof,gray,000820,2.0,paint_bubble,PBB,MINOR,0.917,0.325,0.5838,0.3807,0.6596,0.0557,0.0758,0.004219
roof_gray_000833.jpg,roof,gray,000833,5.0,orange_peel,ORG,MINOR,0.7211,0.1964,0.2943,0.2511,0.3901,0.0547,0.0958,0.005245
roof_gray_000940.jpg,roof,gray,000940,,,,,,,,,,,,
roof_gray_000983.jpg,roof,gray,000983,,,,,,,,,,,,
roof_navy_000872.jpg,roof,navy,000872,3.0,paint_drip,PDR,MINOR,0.8385,0.8433,0.1423,0.8625,0.289,0.0191,0.1468,0.002808
roof_pearl_white_000923.jpg,roof,pearl_white,000923,7.0,gap_fault,GAP,CRITICAL,0.5733,0.4813,0.1355,0.5017,0.7957,0.0204,0.6601,0.013488
roof_pearl_white_000996.jpg,roof,pearl_white,000996,1.0,dent,DNT,MAJOR,0.9137,0.7182,0.6909,0.7671,0.7801,0.0489,0.0892,0.00436
roof_red_000832.jpg,roof,red,000832,,,,,,,,,,,,
roof_red_000879.jpg,roof,red,000879,5.0,orange_peel,ORG,MINOR,0.7809,0.1063,0.3034,0.1701,0.414,0.0638,0.1107,0.007058
roof_red_000922.jpg,roof,red,000922,,,,,,,,,,,,
roof_red_000965.jpg,roof,red,000965,4.0,dust,DST,MINOR,0.9103,0.2511,0.3782,0.2892,0.4547,0.0381,0.0766,0.002917
roof_silver_000830.jpg,roof,silver,000830,,,,,,,,,,,,
roof_silver_000842.jpg,roof,silver,000842,,,,,,,,,,,,
roof_silver_000899.jpg,roof,silver,000899,2.0,paint_bubble,PBB,MINOR,0.9243,0.1931,0.5572,0.239,0.6533,0.0458,0.0961,0.004404
roof_silver_000904.jpg,roof,silver,000904,0.0,scratch,SCR,MINOR,0.8017,0.2062,0.8242,0.3261,0.8602,0.1198,0.036,0.004313
roof_silver_000936.jpg,roof,silver,000936,2.0,paint_bubble,PBB,MINOR,0.9184,0.2986,0.7732,0.3578,0.8653,0.0592,0.0921,0.005456
roof_silver_000936.jpg,roof,silver,000936,2.0,paint_bubble,PBB,MINOR,0.9072,0.5734,0.4001,0.6288,0.4697,0.0554,0.0697,0.00386
roof_silver_000936.jpg,roof,silver,000936,0.0,scratch,SCR,MINOR,0.8928,0.5274,0.8327,0.6993,0.938,0.1719,0.1053,0.018091
roof_silver_000960.jpg,roof,silver,000960,0.0,scratch,SCR,MINOR,0.9353,0.3108,0.1762,0.4852,0.2373,0.1744,0.0612,0.010669
roof_white_000887.jpg,roof,white,000887,4.0,dust,DST,MINOR,0.8739,0.6707,0.4221,0.7075,0.5093,0.0368,0.0872,0.003209
trunk_black_000838.jpg,trunk,black,000838,0.0,scratch,SCR,MINOR,0.9004,0.5485,0.19,0.6269,0.2856,0.0785,0.0955,0.007494
trunk_blue_000824.jpg,trunk,blue,000824,2.0,paint_bubble,PBB,MINOR,0.8829,0.3705,0.4799,0.4263,0.5474,0.0558,0.0675,0.003767
trunk_blue_000930.jpg,trunk,blue,000930,1.0,dent,DNT,MAJOR,0.9632,0.1892,0.5699,0.2872,0.7439,0.098,0.174,0.017055
trunk_blue_000930.jpg,trunk,blue,000930,0.0,scratch,SCR,MINOR,0.9132,0.3917,0.5566,0.5598,0.7064,0.1681,0.1499,0.025192
trunk_blue_000944.jpg,trunk,blue,000944,1.0,dent,DNT,MAJOR,0.9456,0.3555,0.2831,0.4478,0.4501,0.0924,0.167,0.015429
trunk_blue_000957.jpg,trunk,blue,000957,3.0,paint_drip,PDR,MINOR,0.859,0.6979,0.3144,0.7197,0.4294,0.0217,0.1151,0.002501
trunk_blue_000957.jpg,trunk,blue,000957,5.0,orange_peel,ORG,MINOR,0.8129,0.8314,0.6876,0.9285,0.8619,0.097,0.1743,0.016911
trunk_bronze_000882.jpg,trunk,bronze,000882,,,,,,,,,,,,
trunk_bronze_000884.jpg,trunk,bronze,000884,1.0,dent,DNT,MAJOR,0.9452,0.8505,0.7027,0.9269,0.8367,0.0764,0.1339,0.01023
trunk_bronze_000884.jpg,trunk,bronze,000884,5.0,orange_peel,ORG,MINOR,0.7532,0.3415,0.7571,0.399,0.857,0.0575,0.0999,0.005748
trunk_bronze_000998.jpg,trunk,bronze,000998,1.0,dent,DNT,MAJOR,0.9532,0.6547,0.6542,0.7567,0.8362,0.102,0.182,0.018568
trunk_bronze_000998.jpg,trunk,bronze,000998,5.0,orange_peel,ORG,MINOR,0.7602,0.2741,0.76,0.3399,0.8726,0.0658,0.1125,0.00741
trunk_gray_000816.jpg,trunk,gray,000816,4.0,dust,DST,MINOR,0.8939,0.7261,0.5886,0.7798,0.672,0.0536,0.0833,0.004469
trunk_gray_000816.jpg,trunk,gray,000816,2.0,paint_bubble,PBB,MINOR,0.8372,0.8751,0.3118,0.9108,0.413,0.0357,0.1012,0.003614
trunk_gray_000868.jpg,trunk,gray,000868,7.0,gap_fault,GAP,CRITICAL,0.3406,0.6627,0.2228,0.6887,0.8878,0.026,0.665,0.017271
trunk_green_000946.jpg,trunk,green,000946,,,,,,,,,,,,
trunk_green_000988.jpg,trunk,green,000988,0.0,scratch,SCR,MINOR,0.844,0.1236,0.6732,0.2082,0.702,0.0846,0.0288,0.002439
trunk_green_000988.jpg,trunk,green,000988,0.0,scratch,SCR,MINOR,0.8365,0.2945,0.4501,0.443,0.5031,0.1485,0.053,0.007874
trunk_navy_000999.jpg,trunk,navy,000999,,,,,,,,,,,,
trunk_pearl_white_000841.jpg,trunk,pearl_white,000841,1.0,dent,DNT,MAJOR,0.8408,0.8282,0.3064,0.8834,0.4059,0.0551,0.0995,0.005488
trunk_pearl_white_000892.jpg,trunk,pearl_white,000892,1.0,dent,DNT,MAJOR,0.9396,0.2331,0.3668,0.3179,0.5152,0.0849,0.1485,0.012599
trunk_pearl_white_000943.jpg,trunk,pearl_white,000943,0.0,scratch,SCR,MINOR,0.8836,0.7855,0.8031,0.9318,0.852,0.1462,0.0489,0.007157
trunk_pearl_white_000943.jpg,trunk,pearl_white,000943,0.0,scratch,SCR,MINOR,0.8735,0.3747,0.3165,0.5499,0.3656,0.1752,0.0491,0.0086
trunk_pearl_white_000943.jpg,trunk,pearl_white,000943,5.0,orange_peel,ORG,MINOR,0.8716,0.1295,0.5229,0.2282,0.6984,0.0987,0.1755,0.017333
trunk_pearl_white_000956.jpg,trunk,pearl_white,000956,3.0,paint_drip,PDR,MINOR,0.7976,0.3932,0.262,0.4088,0.3814,0.0156,0.1194,0.001866
trunk_pearl_white_000956.jpg,trunk,pearl_white,000956,7.0,gap_fault,GAP,CRITICAL,0.5725,0.6572,0.1793,0.6796,0.8415,0.0224,0.6623,0.014803
trunk_red_000986.jpg,trunk,red,000986,5.0,orange_peel,ORG,MINOR,0.8217,0.7726,0.6063,0.8642,0.7766,0.0916,0.1703,0.015602
trunk_silver_000844.jpg,trunk,silver,000844,0.0,scratch,SCR,MINOR,0.8986,0.0572,0.4549,0.1952,0.5076,0.138,0.0527,0.007271
trunk_silver_000844.jpg,trunk,silver,000844,4.0,dust,DST,MINOR,0.8636,0.4142,0.1574,0.4449,0.2317,0.0306,0.0743,0.002278
trunk_silver_000863.jpg,trunk,silver,000863,2.0,paint_bubble,PBB,MINOR,0.9353,0.4908,0.5017,0.5407,0.6106,0.0499,0.1089,0.005435
trunk_silver_000878.jpg,trunk,silver,000878,6.0,crack,CRK,CRITICAL,0.9097,0.248,0.5807,0.3862,0.6982,0.1382,0.1176,0.016247
trunk_silver_000878.jpg,trunk,silver,000878,0.0,scratch,SCR,MINOR,0.8802,0.1921,0.7738,0.3006,0.8824,0.1085,0.1086,0.011785
trunk_silver_000908.jpg,trunk,silver,000908,5.0,orange_peel,ORG,MINOR,0.8457,0.4694,0.1547,0.5652,0.3126,0.0958,0.1579,0.015128
trunk_white_000865.jpg,trunk,white,000865,1.0,dent,DNT,MAJOR,0.9548,0.5636,0.7831,0.6468,0.9321,0.0832,0.1491,0.012401
trunk_white_000865.jpg,trunk,white,000865,7.0,gap_fault,GAP,CRITICAL,0.4184,0.719,0.1353,0.7392,0.796,0.0202,0.6607,0.013352
trunk_white_000924.jpg,trunk,white,000924,0.0,scratch,SCR,MINOR,0.8843,0.23,0.5368,0.3476,0.5953,0.1176,0.0585,0.006877
